2026-01-14 00:22:02 | DocProcessingActor | INFO | doc_actor.py:55 | [exp1-fiqa-rag-colab_22:DocProcessingActor] DocProcessingActor initialized
2026-01-14 00:50:26 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:50:28 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:50:28 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:50:28 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:50:28 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:52:37 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:52:37 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:52:37 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:52:37 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:52:39 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:52:39 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:52:39 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:52:39 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:54:47 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:54:47 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:54:47 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:54:47 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:54:48 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:54:48 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:54:48 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:54:48 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:56:58 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:56:58 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:56:58 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:56:58 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:57:00 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:57:00 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:57:00 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:57:00 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:59:07 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:59:07 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:59:07 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:59:07 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:59:10 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:59:10 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:59:10 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:59:10 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:01:16 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:01:16 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:01:16 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:01:16 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:01:18 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:01:18 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:01:18 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:01:18 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:03:25 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:03:25 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:03:25 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:03:25 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:03:27 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:03:27 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:03:27 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:03:27 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:05:37 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:05:37 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:05:37 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:05:37 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:05:39 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:05:39 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:05:39 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:05:39 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:07:42 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:07:42 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:07:42 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:07:42 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:07:44 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:07:44 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:07:44 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:07:44 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:09:52 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:09:52 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:09:52 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:09:52 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:09:54 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:09:54 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:09:54 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:09:54 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:12:00 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:12:00 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:12:00 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:12:00 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:12:02 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:12:02 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:12:02 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:12:02 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:14:11 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:14:11 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:14:11 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:14:11 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:14:13 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:14:13 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:14:13 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:14:13 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:16:20 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:16:20 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:16:20 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:16:20 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:16:22 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:16:22 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:16:22 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:16:22 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:18:30 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:18:30 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:18:30 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:18:31 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:18:33 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:18:33 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:18:33 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:18:33 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:20:37 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:20:37 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:20:37 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:20:37 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:20:39 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:20:39 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:20:39 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:20:39 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:22:49 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:22:49 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:22:49 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:22:49 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:22:50 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:22:50 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:22:50 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:22:50 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:24:58 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:24:58 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:24:58 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:24:58 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:25:00 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:25:00 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:25:00 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:25:00 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:27:10 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:27:10 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:27:10 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:27:10 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:27:12 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:27:12 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:27:12 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:27:12 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:29:17 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:29:17 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:29:17 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:29:17 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:29:19 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 01:29:19 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 01:29:19 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 01:29:19 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 01:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 01:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 01:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 01:31:27 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 01:31:29 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
